X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,CHARTER_TEXT,MAGNET_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,TITLEI,STITLEI,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,LATCOD,LONCOD
-122.30409,47.741182,95657,530792000000.0,2020-2021,WA,5307920,WA-17412,Shoreline School District,Shorecrest High School,15343 25th Avenue N.E.,,Shoreline,WA,98155,7394,(206)393-4286,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,21-Suburb: Large,King County,393.0,292.0,101.0,,,,,,,,,,,362.0,376.0,380.0,377.0,,,,,,1495.0,1495.0,61.84999847,24.17,1.0,5.0,6.0,101.0,101.0,202.0,62.0,80.0,142.0,1.0,2.0,3.0,95.0,92.0,187.0,97.0,90.0,187.0,397.0,371.0,768.0,47.741182,-122.304086
-122.34834,47.755283,95658,530792000000.0,2020-2021,WA,5307920,WA-17412,Shoreline School District,Shorewood High School,17300 Fremont Avenue N.,,Shoreline,WA,98133,5299,(206)393-4372,No,No,Not Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,21-Suburb: Large,King County,384.0,279.0,105.0,,,,,,,,,,,362.0,368.0,400.0,393.0,,,,,,1523.0,1523.0,64.48000336,23.62,3.0,8.0,11.0,121.0,112.0,233.0,57.0,57.0,114.0,7.0,5.0,12.0,105.0,120.0,225.0,74.0,69.0,143.0,423.0,362.0,785.0,47.755283,-122.348337
-122.0989,47.9191,95673,530802000000.0,2020-2021,WA,5308020,WA-31201,Snohomish School District,Snohomish High School,1316 Fifth Street,,Snohomish,WA,98290,    ,(360)563-4000,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,22-Suburb: Mid-size,Snohomish County,321.0,250.0,71.0,,,,,,,,,,,400.0,403.0,377.0,419.0,,,,,,1599.0,1599.0,68.93000031,23.2,4.0,4.0,8.0,18.0,20.0,38.0,3.0,3.0,6.0,1.0,2.0,3.0,108.0,114.0,222.0,40.0,59.0,99.0,625.0,597.0,1222.0,47.9191,-122.0989
-122.08702,47.927005,95678,530802000000.0,2020-2021,WA,5308020,WA-31201,Snohomish School District,AIM High School,525  13th St,,Snohomish,WA,98290,    ,(360)563-3401,No,No,Virtual with face to face options,9,12,High,1-Yes,2-No,1,Alternative Education School,Currently operational ,22-Suburb: Mid-size,Snohomish County,42.0,36.0,6.0,,,,,,,,,,,15.0,15.0,45.0,83.0,,,,,,158.0,158.0,6.0,26.33,1.0,1.0,2.0,,,,1.0,,1.0,,,,8.0,9.0,17.0,5.0,7.0,12.0,54.0,71.0,125.0,47.927005,-122.087024
-122.13333,47.868059,95684,530802000000.0,2020-2021,WA,5308020,WA-31201,Snohomish School District,Glacier Peak High School,7401 144th Pl SE,,Snohomish,WA,98296,    ,(360)563-7300,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Snohomish County,191.0,150.0,41.0,,,,,,,,,,,426.0,392.0,462.0,439.0,,,,,,1719.0,1719.0,67.80000305,25.35,4.0,4.0,8.0,87.0,77.0,164.0,18.0,14.0,32.0,3.0,1.0,4.0,98.0,98.0,196.0,59.0,66.0,125.0,603.0,582.0,1185.0,47.868059,-122.133333
-121.8167,47.5225,95686,530804000000.0,2020-2021,WA,5308040,WA-17410,Snoqualmie Valley School District,Mount Si High School,8651 MEADOWBROOK WAY SE,,SNOQUALMIE,WA,98065,    ,(425)831-8100,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,31-Town: Fringe,King County,195.0,140.0,55.0,,,,,,,,,,1.0,549.0,499.0,525.0,487.0,,,,,,2061.0,2061.0,90.29000092,22.83,4.0,2.0,6.0,64.0,79.0,143.0,11.0,8.0,19.0,4.0,2.0,6.0,92.0,80.0,172.0,49.0,57.0,106.0,838.0,771.0,1609.0,47.5225,-121.8167
-121.78221,47.49622,95689,530804000000.0,2020-2021,WA,5308040,WA-17410,Snoqualmie Valley School District,Two Rivers School,8651 Meadowbrook Way SE,,Snoqualmie,WA,98065,    ,(425)831-4200,No,No,Supplemental Virtual,6,12,High,1-Yes,2-No,1,Regular school,Currently operational ,31-Town: Fringe,King County,26.0,22.0,4.0,,,,,,,,91.0,94.0,105.0,10.0,8.0,12.0,6.0,,,,,,326.0,326.0,7.0,46.57,,1.0,1.0,21.0,20.0,41.0,1.0,,1.0,2.0,,2.0,22.0,13.0,35.0,13.0,18.0,31.0,111.0,104.0,215.0,47.49622,-121.78221
-119.4972,47.3866,95700,530807000000.0,2020-2021,WA,5308070,WA-13156,Soap Lake School District,Soap Lake Middle & High School,527 2nd Ave SW,,SOAP LAKE,WA,98851,    ,(509)246-1201,No,No,Supplemental Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Grant County,248.0,248.0,0.0,,,,,,,,25.0,41.0,53.0,44.0,37.0,43.0,29.0,,,,,,272.0,272.0,19.87000084,13.69,1.0,1.0,2.0,,,,2.0,,2.0,,,,56.0,60.0,116.0,1.0,,1.0,76.0,75.0,151.0,47.3866,-119.4972
-123.79174,46.661769,95703,530810000000.0,2020-2021,WA,5308100,WA-25118,South Bend School District,South Bend High School,400 E. 1st,,South Bend,WA,98586,437,(360)875-5707,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,33-Town: Remote,Pacific County,183.0,177.0,6.0,,,,,,,,,55.0,35.0,41.0,57.0,30.0,43.0,,,,,,261.0,261.0,16.25,16.06,4.0,2.0,6.0,7.0,4.0,11.0,1.0,,1.0,,,,49.0,54.0,103.0,19.0,10.0,29.0,61.0,50.0,111.0,46.661769,-123.791741
-122.2801,47.4747,95706,530813000000.0,2020-2021,WA,5308130,WA-17406,Tukwila School District,Foster Senior High School,4242 S 144th St,,Tukwila,WA,98168,    ,(206)901-7900,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,King County,549.0,445.0,104.0,,,,,,,,,,,215.0,223.0,193.0,190.0,,,,,,821.0,821.0,42.34999847,19.39,3.0,3.0,6.0,129.0,106.0,235.0,73.0,84.0,157.0,25.0,24.0,49.0,121.0,132.0,253.0,19.0,17.0,36.0,39.0,39.0,78.0,47.4747,-122.2801
-122.6004,47.5294,95721,530816000000.0,2020-2021,WA,5308160,WA-18402,South Kitsap School District,Discovery,2150 FIRCREST DR SE,,PORT ORCHARD,WA,98366,    ,(360)443-3680,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,22-Suburb: Mid-size,Kitsap County,86.0,73.0,13.0,,,,,,,,,,,0.0,7.0,40.0,90.0,,,,,,137.0,137.0,10.0,13.7,5.0,1.0,6.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,7.0,7.0,14.0,7.0,4.0,11.0,56.0,44.0,100.0,47.5294,-122.6004
-122.6242,47.5378,95723,530816000000.0,2020-2021,WA,5308160,WA-18402,South Kitsap School District,South Kitsap High School,425 MITCHELL AVE,,PORT ORCHARD,WA,98366,    ,(360)874-5600,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,13-City: Small,Kitsap County,825.0,614.0,211.0,,1.0,1.0,1.0,2.0,1.0,,,,,643.0,614.0,585.0,626.0,,,,,,2474.0,2474.0,125.1200027,19.77,14.0,9.0,23.0,40.0,51.0,91.0,26.0,19.0,45.0,30.0,22.0,52.0,146.0,139.0,285.0,156.0,136.0,292.0,874.0,812.0,1686.0,47.5378,-122.6242
-122.40984,48.005466,95733,530819000000.0,2020-2021,WA,5308190,WA-15206,South Whidbey School District,South Whidbey High School,5675 Maxwelton,,Langley,WA,98260,    ,(360)221-4300,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,42-Rural: Distant,Island County,92.0,69.0,23.0,,,,,,,,,,,113.0,112.0,101.0,105.0,,,,,,431.0,431.0,22.96999931,18.76,1.0,,1.0,6.0,4.0,10.0,,1.0,1.0,,,,13.0,15.0,28.0,22.0,22.0,44.0,167.0,179.0,346.0,48.005466,-122.409837
-117.3653,47.6197,95756,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,Ferris High School,3020 E 37Th Ave,,Spokane,WA,99223,4598,(509)354-6000,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,702.0,564.0,138.0,,,,,,,,,,,487.0,380.0,395.0,388.0,,,,,,1650.0,1650.0,80.0,20.63,8.0,3.0,11.0,33.0,27.0,60.0,21.0,29.0,50.0,7.0,7.0,14.0,96.0,81.0,177.0,80.0,89.0,169.0,603.0,564.0,1167.0,47.6197,-117.3653
-117.3859,47.6995,95757,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,Rogers High School,1622 E Wellesley Ave,,Spokane,WA,99207,4299,(509)354-6600,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,1249.0,1072.0,177.0,,,,,,,,,,,467.0,405.0,366.0,293.0,,,,,,1531.0,1531.0,82.0,18.67,12.0,12.0,24.0,22.0,25.0,47.0,39.0,34.0,73.0,49.0,46.0,95.0,121.0,103.0,224.0,122.0,128.0,250.0,428.0,389.0,817.0,47.6995,-117.3859
-117.4203,47.6519,95758,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,Lewis & Clark High School,521 W 4Th Ave,,Spokane,WA,99204,2692,(509)354-7000,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,691.0,603.0,88.0,,,,,,,,,,,513.0,479.0,469.0,398.0,,,,,,1859.0,1859.0,84.59999847,21.97,11.0,11.0,22.0,30.0,33.0,63.0,39.0,31.0,70.0,28.0,30.0,58.0,91.0,89.0,180.0,120.0,114.0,234.0,599.0,630.0,1229.0,47.6519,-117.4203
-117.4198,47.6722,95766,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,North Central High School,1600 N Howard St,,Spokane,WA,99205,4798,(509)354-6300,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,854.0,706.0,148.0,,,,,,,,,56.0,56.0,375.0,406.0,344.0,291.0,,,,,,1528.0,1528.0,75.69999695,20.18,11.0,7.0,18.0,24.0,19.0,43.0,23.0,17.0,40.0,22.0,14.0,36.0,66.0,90.0,156.0,94.0,103.0,197.0,524.0,513.0,1037.0,47.6722,-117.4198
-117.4372,47.6988,95772,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,Shadle Park High School,4327 N Ash St,,Spokane,WA,99205,1498,(509)354-6700,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,624.0,473.0,151.0,,,,,,,,,,,317.0,297.0,266.0,299.0,,,,,,1179.0,1179.0,59.13999939,19.94,7.0,3.0,10.0,7.0,7.0,14.0,12.0,9.0,21.0,6.0,2.0,8.0,58.0,57.0,115.0,84.0,73.0,157.0,450.0,401.0,851.0,47.6988,-117.4372
-117.36861,47.696382,95795,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,On Track Academy,2802 E. Rich,,Spokane,WA,99207,    ,(509)354-3863,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Spokane County,247.0,210.0,37.0,,,,,,,,,0.0,0.0,0.0,25.0,76.0,244.0,,,,,,345.0,345.0,24.0,14.38,1.0,3.0,4.0,1.0,1.0,2.0,6.0,1.0,7.0,1.0,0.0,1.0,17.0,20.0,37.0,27.0,39.0,66.0,116.0,112.0,228.0,47.696382,-117.36861
-117.42783,47.671739,95796,530825000000.0,2020-2021,WA,5308250,WA-32081,Spokane School District,The Community School,1025 W Spofford Ave,,Spokane,WA,99205,    ,(509)354-3810,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,65.0,56.0,9.0,,,,,,,,,,,43.0,35.0,38.0,40.0,,,,,,156.0,156.0,9.5,16.42,1.0,,1.0,,,,3.0,1.0,4.0,,,,5.0,9.0,14.0,6.0,5.0,11.0,61.0,64.0,125.0,47.671739,-117.427829
-122.3342,48.2421,95806,530834000000.0,2020-2021,WA,5308340,WA-31401,Stanwood-Camano School District,Stanwood High School,7400 272ND ST NW,,STANWOOD,WA,98292,    ,(360)629-1300,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,31-Town: Fringe,Snohomish County,304.0,225.0,79.0,,,,,,,,,,,319.0,333.0,295.0,333.0,,,,,,1280.0,1280.0,59.29999924,21.59,5.0,5.0,10.0,7.0,13.0,20.0,11.0,3.0,14.0,3.0,2.0,5.0,68.0,84.0,152.0,37.0,37.0,74.0,537.0,468.0,1005.0,48.2421,-122.3342
-122.3341,48.2421,95810,530834000000.0,2020-2021,WA,5308340,WA-31401,Stanwood-Camano School District,Lincoln Hill High School,7400 272ND ST NW,,STANWOOD,WA,98292,    ,(360)629-1340,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,31-Town: Fringe,Snohomish County,57.0,51.0,6.0,,,,,,,,,,,26.0,24.0,38.0,60.0,,,,,,148.0,148.0,5.800000191,25.52,,,,1.0,1.0,2.0,1.0,,1.0,,,,4.0,8.0,12.0,5.0,12.0,17.0,53.0,63.0,116.0,48.2421,-122.3341
-122.57588,47.179249,95824,530846000000.0,2020-2021,WA,5308460,WA-27001,Steilacoom Hist. School District,Steilacoom High,54 SENTINEL DRIVE,,STEILACOOM,WA,98388,    ,(253)983-2300,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Pierce County,197.0,149.0,48.0,,,,,,,,,,,234.0,220.0,262.0,247.0,,,,,,963.0,963.0,44.20000076,21.79,2.0,2.0,4.0,41.0,46.0,87.0,36.0,31.0,67.0,5.0,13.0,18.0,76.0,80.0,156.0,79.0,73.0,152.0,260.0,219.0,479.0,47.179249,-122.57588
-121.88789,45.700901,95833,530852000000.0,2020-2021,WA,5308520,WA-30303,Stevenson-Carson School District,Stevenson High School,390 NW Gropper Road,,Stevenson,WA,98648,    ,(509)427-5631,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Skamania County,138.0,123.0,15.0,,,,,,,,,3.0,1.0,75.0,54.0,57.0,89.0,,,,,,279.0,279.0,12.32999992,22.63,4.0,4.0,8.0,,2.0,2.0,1.0,1.0,2.0,,,,27.0,21.0,48.0,4.0,10.0,14.0,107.0,98.0,205.0,45.700901,-121.887887
-121.81352,47.873131,95840,530855000000.0,2020-2021,WA,5308550,WA-31311,Sultan School District,Sultan Senior High School,1000 Turk Drive,,Sultan,WA,98294,    ,(360)793-9860,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,31-Town: Fringe,Snohomish County,202.0,154.0,48.0,,,,,,,,,,,138.0,138.0,123.0,124.0,,,,,,523.0,523.0,30.61000061,17.09,6.0,3.0,9.0,8.0,6.0,14.0,3.0,7.0,10.0,,,,76.0,58.0,134.0,13.0,13.0,26.0,188.0,142.0,330.0,47.873131,-121.813515
-122.2323,47.2035,95851,530861000000.0,2020-2021,WA,5308610,WA-27320,Sumner School District,Sumner High School,1707 Main St,,Sumner,WA,98390,    ,(253)891-5500,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Pierce County,430.0,329.0,101.0,20.0,,,,,,,,,,450.0,413.0,374.0,428.0,,,,,,1685.0,1685.0,73.30000305,22.99,5.0,7.0,12.0,25.0,17.0,42.0,9.0,7.0,16.0,1.0,1.0,2.0,157.0,127.0,284.0,72.0,78.0,150.0,614.0,565.0,1179.0,47.2035,-122.2323
-122.16911,47.159559,95859,530861000000.0,2020-2021,WA,5308610,WA-27320,Sumner School District,Bonney Lake High School,10920 199th Ave Ct E,,Bonney Lake,WA,98391,    ,(253)891-5700,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Pierce County,398.0,316.0,82.0,40.0,,,,,,,,,,425.0,384.0,338.0,299.0,,,,,,1486.0,1486.0,69.40000153,21.41,8.0,4.0,12.0,17.0,18.0,35.0,12.0,7.0,19.0,5.0,4.0,9.0,101.0,120.0,221.0,64.0,82.0,146.0,544.0,500.0,1044.0,47.159559,-122.169108
-119.99739,46.322744,95863,530867000000.0,2020-2021,WA,5308670,WA-39201,Sunnyside School District,Sunnyside High School,1801 E. Edison Avenue,,Sunnyside,WA,98944,2197,(509)837-2601,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,32-Town: Distant,Yakima County,1518.0,1404.0,114.0,,,,,,,,,,,556.0,550.0,523.0,499.0,,,,,,2128.0,2128.0,95.5,22.28,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,4.0,,,,990.0,969.0,1959.0,11.0,11.0,22.0,67.0,73.0,140.0,46.322744,-119.997385
-122.4951,47.2399,95882,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Foss,2112 S Tyler St,,Tacoma,WA,98405,    ,(253)571-7300,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,449.0,400.0,49.0,,,,,,,,,,,168.0,160.0,141.0,136.0,,,,,,605.0,605.0,38.43000031,15.74,4.0,2.0,6.0,32.0,25.0,57.0,74.0,62.0,136.0,10.0,10.0,20.0,59.0,63.0,122.0,37.0,42.0,79.0,105.0,80.0,185.0,47.2399,-122.4951
-122.4414,47.2252,95890,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Lincoln,701 S 37th St,,Tacoma,WA,98418,    ,(253)571-6700,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,1294.0,1120.0,174.0,,,,,,,,,,,444.0,452.0,466.0,324.0,,,,,,1686.0,1686.0,84.19000244,20.03,15.0,12.0,27.0,104.0,111.0,215.0,185.0,176.0,361.0,49.0,44.0,93.0,277.0,251.0,528.0,89.0,85.0,174.0,155.0,132.0,287.0,47.2252,-122.4414
-122.50185,47.18971,95899,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Mt Tahoma,4634 S 74th Street,,Tacoma,WA,98409,    ,(253)571-3800,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,947.0,793.0,154.0,,,,,,,,,,,376.0,335.0,361.0,281.0,,,,,,1353.0,1353.0,64.93000031,20.84,7.0,4.0,11.0,112.0,111.0,223.0,99.0,108.0,207.0,38.0,54.0,92.0,192.0,184.0,376.0,89.0,72.0,161.0,146.0,137.0,283.0,47.18971,-122.50185
-122.4483,47.2664,95907,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Stadium,111 N E St,,Tacoma,WA,98403,    ,(253)571-3100,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,503.0,419.0,84.0,,,,,,,,,,,425.0,373.0,401.0,330.0,,,,,,1529.0,1529.0,68.80000305,22.22,7.0,13.0,20.0,65.0,68.0,133.0,73.0,71.0,144.0,14.0,7.0,21.0,120.0,128.0,248.0,118.0,99.0,217.0,361.0,382.0,743.0,47.2664,-122.4483
-122.5069,47.2611,95915,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Wilson,1202 N Orchard St,,Tacoma,WA,98406,    ,(253)571-6000,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,489.0,396.0,93.0,,,,,,,,,,,318.0,292.0,317.0,287.0,,,,,,1214.0,1214.0,53.70000076,22.61,6.0,8.0,14.0,45.0,55.0,100.0,83.0,63.0,146.0,2.0,6.0,8.0,73.0,87.0,160.0,70.0,65.0,135.0,338.0,310.0,648.0,47.2611,-122.5069
-122.4857,47.2299,95916,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Oakland High School,3319 S Adams St,,Tacoma,WA,98409,    ,(253)571-5102,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Pierce County,126.0,123.0,3.0,,,,,,,,,,,1.0,25.0,46.0,72.0,,,,,,144.0,144.0,12.19999981,11.8,1.0,3.0,4.0,2.0,2.0,4.0,14.0,16.0,30.0,,4.0,4.0,5.0,11.0,16.0,5.0,13.0,18.0,28.0,40.0,68.0,47.2299,-122.4857
-122.4368,47.2434,95923,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Tacoma School of the Arts,1102 A St,Suite 200,Tacoma,WA,98402,    ,(253)571-7900,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,261.0,221.0,40.0,,,,,,,,,,,174.0,154.0,167.0,138.0,,,,,,633.0,633.0,33.83000183,18.71,5.0,2.0,7.0,7.0,17.0,24.0,23.0,75.0,98.0,2.0,2.0,4.0,34.0,74.0,108.0,22.0,51.0,73.0,75.0,226.0,301.0,47.2434,-122.4368
-122.52787,47.303228,95929,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Science and Math Institute,5501 N. Pearl St,,Tacoma,WA,98407,    ,(253)571-2300,No,Yes,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,222.0,188.0,34.0,,,,,,,,,,,164.0,153.0,145.0,153.0,,,,,,615.0,615.0,23.45000076,26.23,1.0,3.0,4.0,28.0,29.0,57.0,13.0,27.0,40.0,2.0,,2.0,39.0,47.0,86.0,40.0,34.0,74.0,188.0,164.0,352.0,47.303228,-122.527872
-122.44566,47.256133,95933,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Tacoma Open Doors,601 S 8th Street,,Tacoma,WA,98405,    ,(253)571-3273,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,12-City: Mid-size,Pierce County,166.0,155.0,11.0,,,,,,,,,,,0.0,6.0,22.0,296.0,,,,,,324.0,324.0,5.199999809,62.31,0.0,2.0,2.0,11.0,12.0,23.0,27.0,37.0,64.0,3.0,8.0,11.0,23.0,29.0,52.0,17.0,22.0,39.0,55.0,78.0,133.0,47.256133,-122.445663
-122.44147,47.19613,95934,530870000000.0,2020-2021,WA,5308700,WA-27010,Tacoma School District,Industrial Design Engineering and Art,6701 S Park Ave,,Tacoma,WA,98444,    ,(253)571-7906,No,Yes,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,12-City: Mid-size,Pierce County,150.0,114.0,36.0,,,,,,,,,,,110.0,134.0,79.0,65.0,,,,,,388.0,388.0,18.37000084,21.12,1.0,,1.0,15.0,2.0,17.0,23.0,8.0,31.0,2.0,,2.0,45.0,8.0,53.0,40.0,4.0,44.0,187.0,46.0,233.0,47.19613,-122.441466
-122.02911,47.357522,95945,530876000000.0,2020-2021,WA,5308760,WA-17409,Tahoma School District,Tahoma Senior High School,23499 SE Tahoma Way,,Maple Valley,WA,98038,    ,(425)413-6200,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,King County,343.0,257.0,86.0,,,,,,,,,,,688.0,678.0,656.0,710.0,,,,,,2732.0,2732.0,116.1800003,23.52,8.0,8.0,16.0,75.0,89.0,164.0,25.0,32.0,57.0,8.0,5.0,13.0,164.0,143.0,307.0,138.0,138.0,276.0,982.0,913.0,1895.0,47.357522,-122.02911
-122.8557,46.8587,95952,530882000000.0,2020-2021,WA,5308820,WA-34402,Tenino School District,Tenino High School,500 West Second Ave,,Tenino,WA,98589,4024,(360)264-3500,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Thurston County,161.0,142.0,19.0,,,,,,,,,,,103.0,96.0,104.0,84.0,,,,,,387.0,387.0,20.17000008,19.19,3.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,1.0,15.0,12.0,27.0,4.0,8.0,12.0,195.0,142.0,337.0,46.8587,-122.8557
-122.8473,46.4489,95958,530891000000.0,2020-2021,WA,5308910,WA-21237,Toledo School District,Toledo High School,1242 State Route 505,,Toledo,WA,98591,    ,(360)864-2391,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Lewis County,109.0,87.0,22.0,,,,,,,,,,,68.0,49.0,53.0,52.0,,,,,,222.0,222.0,14.40999985,15.41,1.0,1.0,2.0,,,,2.0,1.0,3.0,,1.0,1.0,18.0,19.0,37.0,5.0,5.0,10.0,92.0,77.0,169.0,46.4489,-122.8473
-119.43431,48.701598,95962,530894000000.0,2020-2021,WA,5308940,WA-24404,Tonasket School District,Tonasket High School,35HS HIGHWAY 20,,TONASKET,WA,98855,    ,(509)486-2161,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Okanogan County,250.0,243.0,7.0,,,,,,,,,,,89.0,94.0,90.0,69.0,,,,,,342.0,342.0,19.77000046,17.3,2.0,,2.0,,2.0,2.0,,1.0,1.0,,1.0,1.0,79.0,71.0,150.0,7.0,10.0,17.0,84.0,85.0,169.0,48.701598,-119.43431
-120.3341,46.3814,95968,530897000000.0,2020-2021,WA,5308970,WA-39202,Toppenish School District,Toppenish High School,141 WARD ROAD,,TOPPENISH,WA,98948,9100,(509)865-3370,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,32-Town: Distant,Yakima County,780.0,721.0,59.0,,,,,,,,,,,260.0,253.0,214.0,226.0,,,,,,953.0,953.0,49.22000122,19.36,51.0,41.0,92.0,,,,2.0,,2.0,,,,413.0,413.0,826.0,7.0,5.0,12.0,11.0,10.0,21.0,46.3814,-120.3341
-120.3343,46.3807,95971,530897000000.0,2020-2021,WA,5308970,WA-39202,Toppenish School District,Computer Academy Toppenish High School,143 WARD RD,,TOPPENISH,WA,98948,1000,(509)865-3377,No,No,Supplemental Virtual,6,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,32-Town: Distant,Yakima County,172.0,169.0,3.0,,,,,,,1.0,0.0,1.0,3.0,26.0,42.0,42.0,81.0,,,,,,196.0,196.0,7.0,28.0,12.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,59.0,158.0,1.0,1.0,2.0,3.0,3.0,6.0,46.3807,-120.3343
